koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_srad
FALSE POSITIVE,0,1,1,0,2.8611598939999996,171.648106,0.965,1.8832,1010.0,4.37,1355.0,797.1,58.3,6126.0,1.021
CONFIRMED,0,0,0,0,26.44439337,194.12073999999998,0.03,3.9783,1840.0,3.91,562.0,23.54,88.0,5427.0,0.929
CONFIRMED,0,0,0,0,51.53997972,174.055011,0.183,6.3994,3640.0,5.51,450.0,9.67,155.5,5427.0,0.929
CONFIRMED,0,0,0,0,5.9022457820000005,136.78393,0.209,2.9003,702.0,2.43,926.0,173.74,59.3,5427.0,0.929
CONFIRMED,0,0,0,0,2.382951591,135.080841,0.479,1.8876,392.0,1.86,1253.0,583.01,41.4,5427.0,0.929
CONFIRMED,0,0,0,0,21.02250608,207.67593,0.036000000000000004,4.1072,1770.0,3.07,521.0,17.48,62.4,5067.0,0.75
CONFIRMED,0,0,0,0,3.219814777,133.00406,0.06,2.0642,488.0,1.69,998.0,234.93,30.5,5103.0,0.787
CONFIRMED,0,0,0,0,5.912273234,172.18401200000002,0.17,2.3254,961.0,1.73,585.0,27.72,62.8,4072.0,0.57
CONFIRMED,0,0,0,0,8.98581901,175.68418,0.008,2.8606,881.0,1.65,509.0,15.9,51.8,4072.0,0.57
FALSE POSITIVE,0,1,0,0,12.94066866,179.423014,0.897,2.4845,42500.0,22.94,723.0,64.64,307.5,5875.0,0.809
CANDIDATE,0,0,0,0,20.5452375,137.91394,0.95,2.517,219.0,2.41,742.0,71.57,18.5,5670.0,1.264
CONFIRMED,0,0,0,0,33.60123371,186.680343,0.67,4.4056,7430.0,8.46,495.0,14.22,247.9,5149.0,0.93
CONFIRMED,0,0,0,0,6.76652928,138.0637,0.429,2.9004,451.0,1.97,845.0,120.48,29.2,5149.0,0.93
CONFIRMED,0,0,0,0,4.347288783,172.23343,0.025,2.1024,452.0,2.36,1174.0,449.79,39.7,5754.0,1.122
CONFIRMED,0,0,0,0,4.601811819,169.98108,0.5670000000000001,2.2607,756.0,2.35,896.0,152.91,60.8,4986.0,0.833
CONFIRMED,0,0,0,0,11.18719905,137.17813999999998,0.387,3.252,354.0,1.55,667.0,46.65,21.9,4986.0,0.833
CANDIDATE,0,0,0,0,4.220965778,170.622433,0.705,3.0854,2260.0,2.62,595.0,29.68,157.8,3837.0,0.517
FALSE POSITIVE,0,1,0,0,6.998099523,171.898913,7.361000000000001,2.0488,20300.0,588.66,853.0,125.22,192.3,5612.0,0.8290000000000001
CONFIRMED,0,0,0,0,5.95489993,170.955871,0.327,2.3892,1410.0,2.33,635.0,38.52,87.2,4261.0,0.633
CONFIRMED,0,0,0,0,12.03987488,181.22536000000002,0.28600000000000003,2.7363,1250.0,2.18,502.0,15.06,57.6,4261.0,0.633
CONFIRMED,0,0,0,0,20.83762895,132.08488,0.706,2.3734,439.0,1.42,418.0,7.24,14.9,4261.0,0.633
FALSE POSITIVE,0,1,1,1,8.8111022,136.4568,1.2229999999999999,5.0683,401.0,63.66,1399.0,904.92,76.8,6200.0,2.404
CONFIRMED,0,0,0,0,23.58917143,173.81994,0.9259999999999999,5.073,1200.0,3.16,487.0,13.34,53.3,4919.0,0.721
CONFIRMED,0,0,0,0,6.481633072999999,122.97765700000001,0.833,3.784,299.0,2.54,1145.0,406.25,125.6,5945.0,1.3019999999999998
CONFIRMED,0,0,0,0,10.37168928,172.61729,0.537,3.035,1250.0,3.2,720.0,63.68,64.5,5121.0,0.888
CANDIDATE,0,0,0,0,3.96996298,137.75447,0.836,1.1757,299.0,1.78,992.0,229.37,15.0,5121.0,0.888
CONFIRMED,0,0,0,0,4.40841331,172.18582,0.899,5.012,549.0,2.66,1139.0,398.0,45.1,6007.0,0.961
FALSE POSITIVE,0,1,1,1,7.942617599999999,174.52563,0.9420000000000001,6.702999999999999,1590.0,4.68,878.0,140.57,60.4,5811.0,0.9259999999999999
CONFIRMED,0,0,0,0,226.8904775,207.35971,0.731,7.558,3140.0,4.53,236.0,0.73,46.8,5067.0,0.75
FALSE POSITIVE,0,1,0,0,1.956811408,170.694208,1.091,2.1958,24900.0,21.58,1109.0,357.16,125.4,5209.0,0.603
CANDIDATE,0,0,0,0,2.6888992330000003,170.1020904,0.001,2.11275,37500.0,12.04,929.0,175.76,1011.6,4820.0,0.639
CONFIRMED,0,0,0,0,9.439459486,177.186096,0.049,2.8979,3040.0,4.16,686.0,52.32,175.2,5097.0,0.779
CONFIRMED,0,0,0,0,11.52306746,131.969055,0.0,3.8757,507.0,3.13,927.0,174.81,142.0,5644.0,1.411
CONFIRMED,1,0,0,0,20.47748843,178.66786000000002,0.49700000000000005,2.8364,1380.0,2.92,530.0,18.65,52.7,5097.0,0.779
CONFIRMED,0,0,0,0,3.336123113,135.31623000000002,0.252,1.9616,516.0,1.74,970.0,209.79,41.6,5097.0,0.779
CONFIRMED,0,0,0,0,8.01078456,170.20739,0.192,2.312,1330.0,1.72,453.0,9.9,48.5,3713.0,0.47
CONFIRMED,0,0,0,0,12.07134205,143.45948,0.013999999999999999,4.3224,759.0,1.29,395.0,5.74,31.0,3713.0,0.47
CONFIRMED,0,0,0,0,20.99587872,152.31554,0.228,2.6333,767.0,1.3,328.0,2.74,18.2,3713.0,0.47
CONFIRMED,0,0,0,0,7.41113177,175.34753999999998,0.7120000000000001,2.5242,621.0,2.45,905.0,158.11,50.4,5849.0,0.919
FALSE POSITIVE,0,1,0,0,1.0007470379999999,169.974229,0.9079999999999999,0.9967,1820.0,4.14,1620.0,1635.2,147.4,5472.0,0.79
CONFIRMED,0,0,0,0,8.884922995,169.99168600000002,0.069,2.07004,16100.0,10.51,770.0,83.21,388.2,5332.0,0.843
CONFIRMED,0,0,0,0,8.09888906,176.623731,0.018000000000000002,4.2024099999999995,6910.0,8.95,986.0,223.19,435.9,6214.0,1.0759999999999998
CONFIRMED,0,0,0,0,10.00653012,176.96898000000002,0.862,5.343999999999999,936.0,3.52,876.0,139.21,71.9,6063.0,1.001
CONFIRMED,0,0,0,0,17.85522168,146.596466,0.075,7.41287,9070.0,13.16,911.0,163.04,915.7,6823.0,1.367
CANDIDATE,0,0,0,0,12.73262407,176.939054,0.8109999999999999,2.2083,6470.0,4.87,432.0,8.22,210.5,3950.0,0.541
CANDIDATE,0,0,0,0,83.92494032,236.76334,0.6579999999999999,6.7904,7960.0,4.78,226.0,0.62,182.1,3960.0,0.509
CONFIRMED,0,0,0,0,5.007316661,173.433997,0.344,4.2362,6930.0,6.96,998.0,234.28,431.4,5865.0,0.8270000000000001
CONFIRMED,0,0,0,0,2.211116989,170.150139,0.69,1.6485,724.0,1.85,931.0,177.19,42.6,4500.0,0.6459999999999999
CONFIRMED,0,0,0,0,27.9541337,178.73791,0.063,3.95,943.0,1.9,400.0,6.04,25.4,4500.0,0.6459999999999999
CONFIRMED,0,1,0,0,12.69104387,137.12593999999999,0.008,3.7727,252.0,2.57,1008.0,244.3,60.2,5869.0,1.626
FALSE POSITIVE,0,1,0,0,4.409409243,171.89433,0.027999999999999997,3.8636,12900.0,10.95,1101.0,347.06,85.8,5600.0,0.975
CONFIRMED,0,0,0,0,16.23947096,175.569907,0.043,4.0374,2590.0,4.14,598.0,30.14,123.8,5191.0,0.8370000000000001
CONFIRMED,0,0,0,0,6.308201629,174.047661,0.03,2.9785,1330.0,2.96,819.0,106.44,86.2,5191.0,0.8370000000000001
CONFIRMED,0,0,0,0,2.052349884,169.890622,0.43700000000000006,2.0778,14300.0,13.12,1497.0,1183.18,1072.1,5855.0,1.08
CONFIRMED,0,0,0,0,9.770448599999998,175.71372,0.09,2.4517,1900.0,2.23,460.0,10.59,58.0,3906.0,0.509
CONFIRMED,0,0,0,0,5.169804269,172.63153,0.35100000000000003,2.153,1040.0,1.66,569.0,24.75,41.4,3906.0,0.509
CONFIRMED,0,0,0,0,21.22261195,137.57403,0.02,6.5093,366.0,2.48,771.0,83.56,114.9,5945.0,1.3019999999999998
CONFIRMED,0,0,0,0,20.09017037,147.97788,0.8859999999999999,4.154,1430.0,2.25,362.0,4.05,36.9,3906.0,0.509
CONFIRMED,0,0,0,0,7.11373257,174.32351,0.33399999999999996,2.1764,808.0,1.16,429.0,8.01,44.4,3561.0,0.41100000000000003
CONFIRMED,0,0,0,0,3.306551643,134.37211000000002,0.001,1.8177,509.0,0.91,554.0,22.19,37.8,3561.0,0.41100000000000003
CONFIRMED,0,0,0,0,15.36845737,147.38965,0.115,2.4714,756.0,1.11,332.0,2.86,30.9,3561.0,0.41100000000000003
CANDIDATE,0,0,0,0,13.81020318,172.33533,0.7909999999999999,3.048,1310.0,4.56,833.0,113.75,46.2,5942.0,1.1420000000000001
CONFIRMED,0,0,0,0,4.093578461,171.00954,0.93,2.5833,539.0,2.85,1182.0,461.07,36.4,6077.0,0.9990000000000001
CONFIRMED,0,0,0,0,105.145959,178.36700000000002,0.9640000000000001,8.593,685.0,3.43,401.0,6.09,15.4,6077.0,0.9990000000000001
CONFIRMED,0,0,0,0,10.848451800000001,171.80584,0.21,2.9993,1680.0,2.34,499.0,14.66,64.5,4201.0,0.591
CONFIRMED,0,0,0,0,6.66833241,137.43988000000002,0.644,1.915,362.0,1.18,587.0,28.06,14.2,4201.0,0.591
CONFIRMED,0,0,0,0,4.082274889,169.63756519999998,0.09300000000000001,3.23015,17900.0,10.55,1016.0,251.48,1669.1,5655.0,0.794
CANDIDATE,0,0,0,0,3.8866552239999996,169.73814,0.649,3.1646,582.0,1.87,1010.0,246.29,48.1,5662.0,0.738
CONFIRMED,0,0,0,0,42.1406089,139.0604,0.045,5.083,896.0,1.85,349.0,3.49,21.6,4500.0,0.6459999999999999
CONFIRMED,0,0,0,0,4.6174905619999995,135.04908999999998,0.649,2.2618,576.0,1.62,728.0,66.47,28.1,4500.0,0.6459999999999999
CONFIRMED,0,0,0,0,10.19849255,137.92067,0.7140000000000001,2.4283,634.0,1.75,559.0,23.11,21.4,4500.0,0.6459999999999999
FALSE POSITIVE,0,1,1,0,5.795063956,172.697467,0.9490000000000001,3.2496,1690.0,4.33,950.0,192.74,119.4,5865.0,0.8270000000000001
CONFIRMED,0,0,0,0,7.15681552,174.13511,0.45,2.5882,867.0,2.47,782.0,88.23,47.7,5029.0,0.838
CONFIRMED,0,0,0,0,17.64830851,133.54533,0.653,2.0873,763.0,2.43,579.0,26.49,23.8,5029.0,0.838
CONFIRMED,0,0,0,0,4.14810719,133.3881,0.09300000000000001,2.535,175.0,1.08,938.0,182.76,12.9,5029.0,0.838
CONFIRMED,0,0,0,0,16.51410989,176.11686,0.395,4.1575,974.0,2.72,655.0,43.57,55.9,5527.0,0.866
CONFIRMED,0,0,0,0,30.1329298,190.38336,0.8390000000000001,5.172000000000001,1020.0,3.14,536.0,19.55,44.8,5527.0,0.866
CONFIRMED,0,0,0,0,4.79090809,136.31106,0.11,2.603,251.0,1.36,990.0,227.24,21.2,5527.0,0.866
CONFIRMED,0,0,0,0,31.71981013,142.82083,0.125,4.819,363.0,3.09,743.0,71.97,63.1,5869.0,1.626
CONFIRMED,0,0,0,0,99.64159620000001,198.68663999999998,0.027999999999999997,4.448,953.0,2.64,360.0,3.97,22.7,5527.0,0.866
CONFIRMED,0,0,0,0,4.7083264510000005,171.446507,0.061,3.16114,7910.0,10.6,1162.0,431.02,633.4,5560.0,1.21
FALSE POSITIVE,0,0,1,1,16.37198661,172.75926,9.302999999999999,3.8449,4150.0,540.37,438.0,8.71,54.5,4187.0,0.5920000000000001
CONFIRMED,0,0,0,0,5.392026903,171.72707,0.314,2.9804,1150.0,2.68,850.0,123.33,77.4,5198.0,0.8009999999999999
CANDIDATE,0,0,0,0,2.494170338,170.852848,0.095,1.1221,864.0,2.42,1194.0,480.19,69.2,5569.0,0.8290000000000001
CONFIRMED,0,0,0,0,6.491682807999999,174.633553,0.535,4.301,7160.0,9.66,1062.0,301.54,502.3,6123.0,1.107
FALSE POSITIVE,0,1,1,1,3.0447707960000003,172.01916,1.252,10.0134,1700.0,24.54,1076.0,317.36,203.5,5525.0,0.753
CONFIRMED,0,0,0,0,3.855603916,170.67878430000002,0.348,3.2179,16700.0,13.61,1212.0,508.65,1173.9,6033.0,1.046
FALSE POSITIVE,0,0,1,1,3.8555991389999997,170.67956999999998,0.8640000000000001,3.1830000000000003,1030.0,3.57,1158.0,425.74,90.1,5936.0,0.965
CONFIRMED,0,0,0,0,38.47876629,151.852812,0.003,5.04169,23500.0,13.26,484.0,13.01,1077.8,5510.0,0.879
FALSE POSITIVE,0,1,0,0,37.60166128,194.71338300000002,0.408,8.30604,59100.0,27.22,606.0,31.86,1667.3,6140.0,1.0959999999999999
CONFIRMED,0,0,0,0,3.314947362,171.313058,0.799,1.8007,1400.0,3.94,1155.0,421.03,123.5,5609.0,0.9440000000000001
FALSE POSITIVE,0,1,1,0,6.71969089,173.35776,0.985,3.0231,970.0,4.37,952.0,194.18,45.4,5931.0,0.866
CONFIRMED,0,0,0,0,39.6431552,206.596798,0.062,6.5292,15700.0,10.98,472.0,11.74,690.3,5231.0,0.9
FALSE POSITIVE,0,1,0,0,51.42598578,173.535933,0.203,16.9422,66100.0,29.66,549.0,21.4,1843.8,6257.0,1.147
CONFIRMED,0,0,0,0,21.80451611,190.49737,0.7509999999999999,3.4097,1140.0,2.6,543.0,20.48,49.9,5481.0,0.708
CONFIRMED,0,0,0,0,10.28194593,175.33988,0.168,3.4366,1110.0,2.53,680.0,50.6,55.0,5196.0,0.775
CONFIRMED,0,0,0,0,18.11993039,182.61535,0.20600000000000002,4.2309,1510.0,2.95,563.0,23.77,60.7,5196.0,0.775
CONFIRMED,0,0,0,0,3.78402867,133.28133,0.691,1.9012,426.0,1.7,949.0,191.78,25.6,5196.0,0.775
CONFIRMED,0,0,0,0,5.15448142,171.6389,0.9329999999999999,3.228,698.0,2.94,964.0,204.1,48.1,5431.0,0.884
FALSE POSITIVE,1,0,0,0,33.80364366,202.25973100000002,0.023,11.4813,13500.0,20.7,745.0,72.71,529.9,5855.0,1.796
CONFIRMED,0,0,0,0,5.743469797,174.898924,0.001,3.4412,1240.0,3.13,982.0,219.95,79.7,5897.0,0.8909999999999999
CANDIDATE,0,0,0,0,39.4759093,173.31207,0.938,2.968,1010.0,4.06,577.0,26.13,26.6,6225.0,1.031
FALSE POSITIVE,0,1,0,0,19.97448524,171.6300909,0.8859999999999999,4.23479,40300.0,26.56,700.0,56.84,1398.8,6108.0,0.997
CONFIRMED,0,0,0,0,3.166353562,170.96614499999998,0.032,3.3129,1470.0,3.82,1273.0,621.92,128.3,6007.0,0.998
FALSE POSITIVE,0,1,0,0,23.89963441,188.982797,1.245,3.81881,21000.0,44.04,652.0,42.8,547.8,6192.0,0.924
CONFIRMED,0,0,0,0,3.3880122439999996,170.5336,0.433,2.6849,280.0,2.11,1315.0,705.93,30.6,5553.0,1.25
CONFIRMED,0,0,0,0,5.83909761,132.09261,0.341,3.1915,274.0,2.06,1097.0,341.48,25.2,5553.0,1.25
CONFIRMED,0,0,0,0,1.620467654,132.06388,0.271,2.1888,160.0,1.57,1681.0,1893.42,22.7,5553.0,1.25
CONFIRMED,0,0,0,0,10.6816951,131.55082,0.6459999999999999,3.605,308.0,2.3,897.0,152.75,21.9,5553.0,1.25
CONFIRMED,0,0,0,0,6.1048494170000005,169.573477,0.040999999999999995,4.6912,2090.0,3.18,784.0,89.25,293.7,5085.0,0.7120000000000001
CONFIRMED,0,0,0,0,3.5787805660000003,134.03041869999998,0.079,2.91089,11400.0,10.43,1145.0,406.6,1838.4,5524.0,0.9940000000000001
FALSE POSITIVE,0,1,1,0,3.187067566,171.64976000000001,1.234,3.1189999999999998,1040.0,23.88,1079.0,319.76,37.2,5450.0,0.8109999999999999
CONFIRMED,0,0,0,0,5.826657507999999,173.011411,0.033,2.9183,1540.0,4.09,1013.0,248.57,81.1,5561.0,1.06
CONFIRMED,0,0,0,0,12.41216347,142.54039,0.021,3.739,611.0,2.58,787.0,90.65,25.6,5561.0,1.06
CONFIRMED,0,0,0,0,18.74649011,147.13074,0.508,3.895,797.0,3.05,686.0,52.38,26.7,5561.0,1.06
CONFIRMED,0,0,0,0,20.86021229,180.01775700000002,0.066,5.1937,1910.0,5.5,781.0,87.76,117.0,6035.0,1.2570000000000001
CONFIRMED,0,0,0,0,42.63427848,141.16953999999998,0.142,6.1998,1720.0,5.22,615.0,33.82,78.7,6035.0,1.2570000000000001
CONFIRMED,0,0,0,0,87.64760679999999,134.94222,0.147,8.871,1010.0,4.0,484.0,12.94,37.5,6035.0,1.2570000000000001
CANDIDATE,0,0,0,0,9.61731426,142.47478999999998,0.331,3.8692,234.0,1.94,1010.0,246.13,18.2,6035.0,1.2570000000000001
CONFIRMED,0,0,0,0,9.467821473999999,178.415842,0.081,2.4327,2240.0,2.13,407.0,6.47,124.7,3582.0,0.45799999999999996
CONFIRMED,0,0,0,0,0.8930409690000001,134.54034199999998,0.009000000000000001,1.0981,742.0,1.24,893.0,151.14,87.8,3582.0,0.45799999999999996
CONFIRMED,0,0,0,0,4.9427834189999995,136.3294353,0.5660000000000001,3.25346,11100.0,10.62,1008.0,244.42,2040.7,5514.0,0.978
CONFIRMED,0,0,0,0,20.83426731,176.58569,0.256,4.0454,988.0,2.74,595.0,29.62,45.1,5537.0,0.88
CONFIRMED,0,0,0,0,9.94602357,171.70192,0.035,3.3862,995.0,3.12,807.0,100.34,51.0,5344.0,1.013
CONFIRMED,0,0,0,0,1.04562195,133.91912,0.037000000000000005,1.8955,213.0,1.45,1710.0,2031.84,25.3,5344.0,1.013
CONFIRMED,0,0,0,0,5.71462396,132.63866000000002,0.503,2.336,298.0,1.78,971.0,210.16,16.7,5344.0,1.013
CANDIDATE,0,0,0,0,102.9641952,158.07473000000002,0.922,15.735,1900.0,39.0,797.0,95.4,86.1,5047.0,7.119
CONFIRMED,0,0,0,0,8.14515981,140.56811000000002,0.965,5.073,447.0,3.43,1050.0,287.91,32.2,5896.0,1.24
CONFIRMED,0,0,0,0,18.9985279,144.74157,1.3,4.529,431.0,43.17,792.0,93.03,16.9,5896.0,1.24
CONFIRMED,0,0,0,0,4.24439049,137.06643,0.9490000000000001,3.282,174.0,2.07,1305.0,686.99,15.1,5896.0,1.24
CANDIDATE,0,0,0,0,90.1240507,356.23415,0.698,11.649000000000001,3020.0,7.12,485.0,13.09,57.9,6520.0,1.215
CONFIRMED,0,0,0,0,28.5742692,143.8315,0.068,4.9427,825.0,2.32,538.0,19.83,97.1,5551.0,0.812
CANDIDATE,0,0,0,0,856.6721150000001,228.44987999999998,0.1158,23.144000000000002,858.0,3.87,242.0,0.81,39.2,6449.0,1.3090000000000002
CANDIDATE,0,0,0,0,0.689210173,133.28583999999998,0.154,1.6169,195.0,1.32,1943.0,3362.71,93.4,5630.0,0.9540000000000001
CANDIDATE,0,0,0,0,7.34373964,137.29873999999998,0.185,1.1784,574.0,1.84,839.0,117.5,32.2,5757.0,0.762
FALSE POSITIVE,1,0,0,1,0.44527706799999994,133.52312,1.2962,3.5389999999999997,187.0,35.74,2562.0,10177.11,28.9,6167.0,1.064
FALSE POSITIVE,0,1,0,0,0.379463865,170.2480164,1.246,0.8689600000000001,1970.0,59.56,3000.0,19256.81,458.6,5075.0,1.7830000000000001
FALSE POSITIVE,0,1,0,0,9.88047978,173.60867199999998,1.02,2.78458,18500.0,23.6,860.0,129.45,534.5,6113.0,0.917
FALSE POSITIVE,1,0,0,0,4.6484156,261.09395,0.968,38.1939,128.0,5.06,2259.0,6152.88,91.7,6980.0,3.4819999999999998
FALSE POSITIVE,0,1,0,0,17.51201477,174.282592,0.9940000000000001,1.8248,4510.0,13.66,804.0,98.77,322.3,6224.0,1.1320000000000001
FALSE POSITIVE,0,1,0,0,3.9886021,171.01852,0.06,1.7376,674.0,34.39,3145.0,23135.72,37.1,4813.0,13.652000000000001
CANDIDATE,0,0,0,0,0.533059312,171.2274419,1.263,1.8621,1500.0,133.56,5862.0,277887.7,179.6,8523.0,4.051
FALSE POSITIVE,0,1,1,0,0.525154153,133.744359,1.226,2.1441,748.0,23.61,2073.0,4391.51,116.1,5582.0,0.846
FALSE POSITIVE,0,0,1,1,1.303861044,134.212059,1.258,4.0541,598.0,27.85,1610.0,1595.19,140.6,5758.0,0.902
FALSE POSITIVE,0,0,1,0,2.55549176,134.50078,1.228,9.083,114.0,23.35,1312.0,701.68,24.3,5948.0,0.9009999999999999
FALSE POSITIVE,0,1,0,0,2.9473766710000002,171.522978,2.641,2.0911,433.0,403.59,2404.0,7903.84,62.3,8090.0,2.234
CONFIRMED,0,0,0,0,224.7789355,142.095338,0.652,11.1899,3490.0,7.67,333.0,2.92,235.7,5873.0,1.235
FALSE POSITIVE,0,1,1,0,0.890110752,133.2647,0.21600000000000003,0.8774,322.0,1.25,1372.0,838.42,19.6,4768.0,0.711
FALSE POSITIVE,0,0,1,0,5.76573396,133.30941,0.708,2.924,248.0,7.47,1964.0,3518.78,22.2,5772.0,4.434
CONFIRMED,0,0,0,0,7.42608123,139.90039,0.09699999999999999,3.6379,443.0,2.47,1037.0,273.78,37.5,6049.0,1.176
CONFIRMED,0,0,0,0,15.9868932,137.5964,0.5329999999999999,4.158,179.0,1.62,803.0,98.51,10.9,6049.0,1.176
FALSE POSITIVE,1,0,1,0,0.73094589,133.68876,1.169,4.32,250.0,17.12,1922.0,3248.17,37.5,5901.0,0.848
CONFIRMED,0,0,0,0,18.92537246,149.49558000000002,0.8059999999999999,3.9835,641.0,13.92,1171.0,443.58,41.0,4941.0,4.885
FALSE POSITIVE,1,0,1,1,0.9337491059999999,134.31831,0.736,4.256,186.0,3.22,2863.0,15822.49,136.3,6215.0,2.188
FALSE POSITIVE,0,0,1,1,2.037440623,133.59962,0.715,3.4419999999999997,119.0,1.19,1572.0,1448.05,27.0,6253.0,1.015
CANDIDATE,0,0,0,0,129995.7784,393.59962,0.7127,9.408,1470.0,2.99,25.0,0.0,35.7,4500.0,0.726
CONFIRMED,0,0,0,0,31.5925809,142.9649,0.28300000000000003,13.565999999999999,145.0,1.78,688.0,53.09,25.5,5676.0,1.4869999999999999
CONFIRMED,0,0,0,0,1.97376085,178.68941940000002,0.337,1.82542,30200.0,8.78,753.0,76.1,1252.5,3807.0,0.503
CANDIDATE,0,0,0,0,13.11896244,261.53943399999997,0.042,4.3045,372.0,8.25,1768.0,2310.43,267.4,7221.0,4.24
FALSE POSITIVE,0,1,1,1,4.618767792,133.386535,0.7659999999999999,5.9957,4400.0,7.48,1170.0,442.78,270.1,6013.0,1.033
FALSE POSITIVE,1,0,0,0,7.82187328,123.49906999999999,0.005,3.8417,42.2,2.78,2101.0,4601.71,37.2,7221.0,4.24
CANDIDATE,0,0,0,0,53.5057611,172.98304,0.46,10.5616,196.0,2.52,675.0,49.16,71.2,6247.0,1.7619999999999998
CONFIRMED,0,0,0,0,2.7858212360000003,260.83731,0.893,3.5599,68.9,1.69,1784.0,2388.98,53.6,6202.0,1.733
FALSE POSITIVE,0,1,0,0,52.56901867,184.97126699999998,1.197,6.7507,26900.0,78.54,737.0,69.62,184.3,7240.0,1.7169999999999999
FALSE POSITIVE,0,0,1,0,3.4117586789999996,133.18086,1.213,3.158,571.0,14.71,684.0,51.85,35.6,3995.0,0.561
FALSE POSITIVE,0,1,1,1,0.5254264270000001,133.187901,0.113,1.0801,325.0,1.45,2069.0,4349.62,63.6,5791.0,0.802
CONFIRMED,0,0,0,0,1.269091415,133.343682,0.41200000000000003,1.4647,341.0,1.41,1331.0,740.47,73.5,5041.0,0.7659999999999999
CANDIDATE,0,0,0,0,6.79685353,138.11324,0.62,3.1702,393.0,2.01,985.0,222.91,29.8,6061.0,0.97
FALSE POSITIVE,0,1,1,1,8.667822346,137.341841,1.276,4.9658,2120.0,67.37,1303.0,681.39,187.6,6266.0,1.889
CONFIRMED,0,0,0,0,1.4753232219999999,131.83272,0.136,2.3155,155.0,5.88,2740.0,13331.51,27.2,4941.0,4.885
CONFIRMED,0,0,0,0,4.15246118,134.57991,0.639,2.5755,223.0,7.62,1941.0,3354.56,24.5,4941.0,4.885
CONFIRMED,0,0,0,0,8.734885199999999,135.0818,0.314,4.49,271.0,1.59,890.0,148.62,24.8,5982.0,0.96
FALSE POSITIVE,0,0,1,1,10.26547688,136.49663,0.69,3.733,400.0,1.81,770.0,83.13,20.1,5699.0,0.853
CANDIDATE,0,0,0,0,13.4471791,132.830555,0.963,3.0454,1430.0,5.24,848.0,122.34,105.3,6276.0,1.041
FALSE POSITIVE,0,1,0,0,3.3055779889999997,180.68153999999998,1.145,2.5903,18000.0,25.89,1027.0,263.55,39.6,5534.0,0.7070000000000001
FALSE POSITIVE,0,1,0,0,4.8006539010000004,134.365782,0.785,9.0419,15300.0,16.91,1347.0,778.45,298.0,6715.0,1.2409999999999999
FALSE POSITIVE,0,1,1,1,15.06649901,140.654788,1.018,5.9885,36300.0,56.44,932.0,177.96,154.6,5751.0,1.626
FALSE POSITIVE,0,1,0,0,34.82008158,163.015559,0.6629999999999999,11.1711,18800.0,11.36,459.0,10.49,882.6,5114.0,0.784
FALSE POSITIVE,1,0,0,1,0.651784374,133.111707,1.224,2.0141,2780.0,33.65,2090.0,4500.59,195.2,5555.0,1.061
CANDIDATE,0,0,0,0,1.353771892,261.43662,1.203,7.0120000000000005,1350.0,430.99,4903.0,136609.48,76.7,4283.0,15.76
FALSE POSITIVE,1,0,0,0,18.95491633,262.46677,1.228,24.249000000000002,868.0,71.39,1139.0,397.48,249.3,6362.0,2.5340000000000003
FALSE POSITIVE,0,1,0,0,4.348866254,262.72767999999996,1.187,3.2797,626.0,2436.69,6421.0,401588.95,56.3,3598.0,101.45100000000001
FALSE POSITIVE,0,1,0,0,47.93094546,179.096467,1.272,2.6897,2140.0,68.02,905.0,158.41,221.1,8214.0,1.9380000000000002
FALSE POSITIVE,0,0,0,0,3.99751422,261.7243,0.0303,3.6860000000000004,32.8,2.98,2203.0,5563.95,6.1,5066.0,5.324
FALSE POSITIVE,0,1,1,1,1.5926331809999998,133.9243804,0.003,5.5605,633.0,1.56,1053.0,290.51,66.9,4506.0,0.6509999999999999
FALSE POSITIVE,1,0,0,0,67.59237540000001,151.75056,0.728,12.249,4160.0,12.1,588.0,28.2,60.9,6038.0,1.744
CONFIRMED,0,0,0,0,17.02902786,143.33395,0.20199999999999999,4.645,569.0,2.54,755.0,76.66,29.8,5839.0,1.067
CONFIRMED,0,0,0,0,6.84619236,132.17265,0.077,3.529,247.0,1.67,1022.0,258.41,17.7,5839.0,1.067
CONFIRMED,0,0,0,0,67.83216379999999,125.881,0.027000000000000003,7.358,508.0,2.39,476.0,12.14,15.5,5839.0,1.067
CONFIRMED,0,0,0,0,43.13121470000001,166.26105,0.67,3.198,448.0,2.39,554.0,22.21,11.8,5839.0,1.067
CONFIRMED,0,0,0,0,1.2248664409999999,133.20824,0.28600000000000003,1.7086,196.0,1.54,1741.0,2174.33,21.1,5553.0,1.107
CANDIDATE,0,0,0,0,37.8102649,158.35799,0.061,8.732999999999999,570.0,2.33,566.0,24.27,35.2,6085.0,0.973
CONFIRMED,0,0,0,0,25.93406406,149.76273,0.013999999999999999,4.6142,415.0,2.48,695.0,55.1,42.2,5952.0,1.225
CONFIRMED,0,0,0,0,83.4463485,158.68061,0.057999999999999996,6.5360000000000005,503.0,2.73,471.0,11.59,36.1,5952.0,1.225
FALSE POSITIVE,0,0,1,1,7.04710032,139.79737,1.195,2.926,401.0,25.2,986.0,223.84,24.0,5766.0,1.068
CONFIRMED,0,0,0,0,12.99204853,136.32016000000002,0.091,6.0175,271.0,2.03,866.0,132.94,38.7,5765.0,1.242
