koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_srad
FALSE POSITIVE,0,1,1,1,2.69636494,132.99372,0.628,3.892,109.0,1.24,1406.0,925.14,22.2,5653.0,1.139
CANDIDATE,0,0,0,0,6.99205021,138.05147,0.9440000000000001,5.037,33.4,1.06,1194.0,479.87,24.4,6057.0,1.4669999999999999
CANDIDATE,0,0,0,0,12.0999065,143.04424,0.14,3.5580000000000003,166.0,1.39,807.0,100.37,15.1,5553.0,1.0979999999999999
CANDIDATE,0,0,0,0,5.36375016,134.65014,0.008,2.94,114.0,1.15,1059.0,296.73,14.4,5553.0,1.0979999999999999
FALSE POSITIVE,0,0,1,0,3.17319407,133.38365,0.21100000000000002,2.512,136.0,0.91,1077.0,318.23,16.2,5369.0,0.784
FALSE POSITIVE,0,0,1,1,5.24368302,132.7109,0.006,10.873,225.0,0.91,654.0,43.13,36.9,4194.0,0.629
FALSE POSITIVE,0,0,1,0,5.1952020999999995,133.34401,0.604,2.1552,321.0,1.37,836.0,115.35,17.7,5044.0,0.738
FALSE POSITIVE,0,0,1,0,0.5912801870000001,131.74406000000002,0.395,1.1656,135.0,1.3,2385.0,7620.01,21.6,6246.0,1.092
CANDIDATE,0,0,0,0,31.608437100000003,134.68285,0.022000000000000002,3.675,332.0,1.89,634.0,38.1,16.2,6341.0,1.033
CANDIDATE,0,0,0,0,16.1558656,140.23012,0.973,3.798,731.0,2.04,455.0,10.1,17.5,4504.0,0.53
FALSE POSITIVE,0,1,1,0,1.465943491,132.32801,0.21100000000000002,1.5130000000000001,52.3,1.6,2472.0,8804.6,15.8,6230.0,2.19
CONFIRMED,0,0,0,0,28.45489091,176.706265,0.5,8.1593,1420.0,6.08,769.0,82.7,244.7,6206.0,1.5730000000000002
CANDIDATE,0,0,0,0,1.9527111609999999,133.160986,0.9620000000000001,0.872,403.0,2.58,1403.0,917.15,30.7,5741.0,0.946
FALSE POSITIVE,0,0,1,1,0.620739667,132.10051,1.158,2.477,108.0,29.28,2947.0,17924.29,30.8,6559.0,1.6019999999999999
FALSE POSITIVE,0,1,0,0,0.587470828,131.49788,1.161,2.4382,194.0,51.02,3434.0,33039.47,48.3,5787.0,2.667
FALSE POSITIVE,0,1,1,1,0.9349247390000001,132.17846,0.309,2.052,73.8,2.29,3156.0,23533.0,20.3,6477.0,2.628
FALSE POSITIVE,0,1,1,1,25.7054557,156.66709,0.722,6.059,266.0,1.75,670.0,47.76,27.6,6326.0,1.001
CANDIDATE,0,0,0,0,2.37752442,133.39854,0.256,2.307,32.1,0.53,1278.0,632.62,15.9,5615.0,0.9359999999999999
FALSE POSITIVE,0,0,1,0,2.62838097,131.62343,0.087,3.193,89.9,1.01,1375.0,846.09,15.3,5884.0,1.07
CONFIRMED,0,0,0,0,1.877878538,132.26131,0.248,2.39,47.5,0.78,1701.0,1977.35,20.6,6324.0,1.115
CONFIRMED,0,0,0,0,35.333193200000004,153.98248999999998,0.6559999999999999,5.966,99.7,1.55,670.0,47.52,28.8,5788.0,1.474
CONFIRMED,0,0,0,0,15.0896415,175.95371,0.02,4.3349,77.8,1.42,968.0,207.64,29.5,6063.0,1.6130000000000002
CONFIRMED,0,0,0,0,5.30873978,134.25061000000002,0.17300000000000001,3.0180000000000002,128.0,1.08,1042.0,279.21,16.7,5914.0,0.955
CANDIDATE,0,0,0,0,3.89524296,131.85929,0.22399999999999998,1.689,189.0,1.13,956.0,197.66,16.2,5018.0,0.838
CONFIRMED,0,0,0,0,0.740926358,131.91163,0.20199999999999999,1.0163,196.0,1.22,1873.0,2909.21,20.0,5618.0,0.8740000000000001
FALSE POSITIVE,1,0,1,0,75.85800350000001,165.5543,0.935,5.382000000000001,1150.0,2.72,281.0,1.47,16.1,4474.0,0.614
FALSE POSITIVE,0,0,1,0,7.72768833,136.19387,0.203,2.06,405.0,1.89,899.0,154.46,14.6,5765.0,0.94
CANDIDATE,0,0,0,0,37.3033197,133.3072,0.9079999999999999,7.792999999999999,552.0,2.31,493.0,14.0,19.5,5646.0,0.8170000000000001
CANDIDATE,0,0,0,0,10.16435076,136.43034,0.915,6.017,37.7,1.99,1389.0,879.94,18.4,6133.0,2.71
CONFIRMED,0,0,0,0,14.887766500000001,141.95432,0.795,4.981,253.0,1.96,831.0,112.85,28.4,6143.0,1.1159999999999999
CONFIRMED,0,0,0,0,4.52158614,133.21804,0.203,3.4702,106.0,1.31,1214.0,513.68,26.2,5576.0,1.2890000000000001
FALSE POSITIVE,0,0,1,0,2.007750531,132.57843,0.42,2.0715,352.0,1.64,1319.0,716.79,21.8,5645.0,0.865
CONFIRMED,0,0,0,0,7.03146295,134.4525,0.013999999999999999,5.922000000000001,85.4,1.38,1194.0,480.26,33.8,6170.0,1.499
CONFIRMED,0,0,0,0,54.2811949,140.71639,0.85,5.517,148.0,2.07,604.0,31.45,20.0,6170.0,1.499
FALSE POSITIVE,0,0,1,0,0.596087893,131.82296000000002,0.28300000000000003,0.7159,105.0,1.92,2967.0,18259.79,30.3,6049.0,1.827
CONFIRMED,0,0,0,0,12.58229808,175.02129,0.044000000000000004,6.375,119.0,1.53,917.0,167.41,62.1,5587.0,1.423
FALSE POSITIVE,0,1,1,0,7.12684695,137.42807,0.71,3.179,206.0,1.38,941.0,185.17,20.7,6050.0,0.8959999999999999
FALSE POSITIVE,0,1,1,1,0.661749944,131.86076,1.169,4.112,216.0,23.92,2420.0,8123.02,34.5,6363.0,1.198
FALSE POSITIVE,0,0,0,0,354.95117999999997,156.9947,0.0405,13.02,422.0,2.53,303.0,1.99,7.0,6392.0,1.23
CANDIDATE,0,0,0,0,1.35477049,131.64321,0.24,1.618,145.0,0.8,1102.0,348.9,14.8,4414.0,0.6890000000000001
FALSE POSITIVE,0,1,0,0,0.493393859,131.57378,0.961,1.1319,265.0,1.4,1505.0,1203.14,20.3,4474.0,0.614
CONFIRMED,0,0,0,0,11.95401876,140.26226,0.7440000000000001,2.656,856.0,2.1,525.0,17.92,19.3,4359.0,0.659
FALSE POSITIVE,0,0,1,1,2.48883033,132.11766,0.696,4.268,51.4,0.64,1230.0,540.34,15.1,5615.0,0.833
FALSE POSITIVE,0,1,1,0,20.2340219,141.38622,0.249,3.674,194.0,0.99,562.0,23.53,11.5,5528.0,0.71
CONFIRMED,0,0,0,0,0.88184263,131.68868999999998,0.45399999999999996,1.3117,250.0,1.24,1564.0,1419.46,21.2,5268.0,0.7759999999999999
CONFIRMED,0,0,0,0,5.448321077999999,132.49088,0.614,2.2213,529.0,2.17,978.0,215.95,55.1,5721.0,0.905
CANDIDATE,0,0,0,0,1.116127169,131.84982,0.648,1.3235,109.0,1.0,1659.0,1797.63,19.2,5721.0,0.905
FALSE POSITIVE,0,0,1,0,195.613824,167.73973999999998,0.8909999999999999,23.776999999999997,1650.0,10.65,467.0,11.24,102.7,5970.0,2.229
CANDIDATE,0,0,0,0,237.787237,196.97103,0.9470000000000001,10.509,1630.0,9.91,354.0,3.73,92.3,5185.0,1.8530000000000002
CONFIRMED,0,0,0,0,3.8330876430000003,131.63482,0.932,1.51,461.0,2.25,1012.0,247.8,40.2,5397.0,0.831
CONFIRMED,0,0,0,0,9.37663713,136.95318999999998,0.828,2.1033,118.0,1.89,1125.0,379.3,21.0,6237.0,1.5430000000000001
CANDIDATE,0,0,0,0,5.62006198,132.95381,0.9690000000000001,2.7510000000000003,190.0,1.45,772.0,84.01,17.4,4868.0,0.746
CANDIDATE,0,0,0,0,3.8259005,132.20163,0.951,1.8057,857.0,3.45,1005.0,241.25,20.3,5223.0,0.885
CANDIDATE,0,0,0,0,0.558841234,131.57991,0.307,0.7918,281.0,1.33,1787.0,2412.15,26.3,5151.0,0.792
CONFIRMED,0,0,0,0,9.33648141,140.67893,0.9009999999999999,2.5449,885.0,2.39,577.0,26.22,23.1,4442.0,0.648
CONFIRMED,0,0,0,0,76.6139446,153.79301,0.851,10.22,499.0,2.61,466.0,11.12,28.6,6173.0,1.03
CANDIDATE,0,0,0,0,0.6984613040000001,131.85138,0.45899999999999996,0.7887,134.0,14.81,5173.0,168689.02,16.1,4676.0,12.558
FALSE POSITIVE,0,0,1,0,1.545388842,132.63058999999998,0.341,3.037,52.8,0.56,1421.0,964.53,20.6,5782.0,0.767
CONFIRMED,0,0,0,0,1.2895901790000002,131.89057,0.401,1.3541,286.0,1.38,1448.0,1040.23,18.9,5467.0,0.8079999999999999
CONFIRMED,0,0,0,0,0.634003002,131.89476000000002,0.36700000000000005,0.9207,317.0,1.35,1714.0,2030.16,21.0,5226.0,0.75
CONFIRMED,0,0,0,0,22.803025199999997,153.37541000000002,0.29100000000000004,4.768,62.9,1.29,843.0,119.6,20.4,6063.0,1.6130000000000002
FALSE POSITIVE,0,1,1,1,0.623441939,131.990423,1.0270000000000001,1.4053,128.0,13.89,3219.0,25489.88,40.6,5385.0,2.8710000000000004
FALSE POSITIVE,0,0,1,1,5.24364571,132.7242,1.2009999999999998,16.984,270.0,25.01,1149.0,411.58,45.6,6197.0,1.056
CANDIDATE,0,0,0,0,110.7556272,144.80528,0.917,6.819,8070.0,29.64,651.0,42.53,48.5,6525.0,2.668
FALSE POSITIVE,0,1,0,0,4.15743922,172.50464,1.242,9.572000000000001,1470.0,96.99,2089.0,4503.26,52.5,6529.0,3.1310000000000002
FALSE POSITIVE,0,1,0,0,14.4079035,142.02803,1.226,2.524,3060.0,23.4,624.0,35.81,7.7,5440.0,0.728
CONFIRMED,0,0,0,0,135.4978256,233.6923,0.804,6.769,5040.0,6.01,295.0,1.8,73.2,5307.0,0.757
CONFIRMED,0,0,0,0,22.2508509,149.43326000000002,0.7709999999999999,1.745,619.0,2.07,539.0,20.01,11.4,5307.0,0.757
FALSE POSITIVE,0,1,0,0,8.53161917,136.27763000000002,1.1179999999999999,2.9596,65700.0,54.6,891.0,148.92,86.1,5780.0,1.0
FALSE POSITIVE,1,0,1,0,0.526615152,131.49908,0.027999999999999997,1.0582,64.0,1.46,2959.0,18152.32,40.9,5718.0,1.8319999999999999
FALSE POSITIVE,0,1,1,0,0.690405794,131.7301,0.281,1.7407,178.0,1.04,1731.0,2129.33,43.0,5204.0,0.7859999999999999
CONFIRMED,0,0,0,0,10.10773789,135.1032,0.151,3.8280000000000003,295.0,1.98,879.0,140.75,25.3,5480.0,1.1740000000000002
FALSE POSITIVE,0,1,1,0,1.8448570569999998,132.16167,0.594,1.6557,85.6,0.97,1601.0,1548.86,21.5,6143.0,1.004
FALSE POSITIVE,0,0,1,0,18.0116764,139.19458999999998,0.6829999999999999,6.006,417.0,2.02,695.0,55.07,23.3,6003.0,0.932
CONFIRMED,0,0,0,0,33.67280658,162.03676000000002,0.309,8.2267,171.0,1.86,661.0,45.09,61.2,5587.0,1.423
CONFIRMED,0,0,0,0,3.00912491,131.62696,0.009000000000000001,2.228,191.0,1.22,1177.0,452.27,16.5,5713.0,0.893
CANDIDATE,0,0,0,0,79.2450351,161.5717,0.001,5.382000000000001,1350.0,3.33,404.0,6.33,14.4,5648.0,0.917
CANDIDATE,0,0,0,0,4.44589508,131.74309,0.7040000000000001,2.3816,441.0,1.94,1063.0,302.6,20.9,5918.0,0.865
FALSE POSITIVE,0,1,1,1,2.023126394,132.07328,0.391,1.2771,72.2,0.92,1607.0,1582.75,19.2,6349.0,1.0590000000000002
FALSE POSITIVE,0,1,1,1,10.63609504,139.7996,0.028999999999999998,3.48,291.0,1.36,728.0,66.5,20.9,5546.0,0.81
CONFIRMED,0,0,0,0,10.3108232,141.5114,0.129,5.617000000000001,204.0,1.27,786.0,90.1,14.0,5708.0,0.893
FALSE POSITIVE,0,0,1,1,1.069842837,132.4449,0.001,5.275,540.0,1.77,1433.0,998.07,65.2,4999.0,0.7859999999999999
FALSE POSITIVE,0,0,1,0,1.077467951,131.58234,1.181,2.1125,75.7,31.06,2339.0,7064.38,47.4,6329.0,1.508
CANDIDATE,0,0,0,0,126.44512749999998,166.49998,0.046,16.7151,3250.0,4.49,321.0,2.51,110.9,5613.0,0.795
FALSE POSITIVE,0,0,0,1,2.8736467,132.58652,0.985,1.682,216.0,6.47,2866.0,15977.28,21.2,8173.0,3.1689999999999996
FALSE POSITIVE,0,1,1,0,2.8465176139999997,133.24348,0.9309999999999999,4.228,2150.0,1.88,528.0,18.32,58.0,3468.0,0.32
CANDIDATE,0,0,0,0,211.032819,279.12891,0.8079999999999999,7.119,1950.0,3.43,215.0,0.5,69.3,4658.0,0.6859999999999999
CANDIDATE,0,0,0,0,1.716828304,132.03204,0.7,2.068,59.5,0.74,1455.0,1056.84,14.2,5808.0,0.902
FALSE POSITIVE,0,0,0,1,0.7551031429999999,131.81388,0.662,2.885,43.8,1.49,2927.0,17302.11,27.3,5996.0,2.128
FALSE POSITIVE,0,0,0,1,20.71927223,184.73851000000002,0.7440000000000001,4.0388,225.0,2.51,818.0,105.78,36.0,5729.0,1.545
CONFIRMED,0,0,0,0,11.87457664,140.21258999999998,0.43200000000000005,1.9797,221.0,1.32,728.0,66.33,21.4,5523.0,0.88
CONFIRMED,0,0,0,0,109.64699479999999,190.67271000000002,0.797,6.568,900.0,4.85,428.0,7.95,26.7,5332.0,1.453
CONFIRMED,0,0,0,0,15.64588656,146.04926,0.033,3.9589999999999996,572.0,2.18,710.0,60.08,26.9,5896.0,0.9159999999999999
FALSE POSITIVE,0,0,0,1,0.93375241,131.5113,0.9890000000000001,6.352,518.0,3.18,1594.0,1528.26,55.5,5402.0,0.815
FALSE POSITIVE,0,1,1,1,1.70336496,132.45889,0.508,1.7045,317.0,1.67,1484.0,1151.45,19.8,5881.0,0.915
FALSE POSITIVE,1,0,1,0,0.7641743679999999,131.68497,0.626,2.346,100.0,1.18,2241.0,5972.52,34.5,6321.0,1.125
FALSE POSITIVE,0,1,1,0,1.85373924,132.66885,0.551,1.8159999999999998,349.0,0.23,345.0,3.36,18.0,2661.0,0.11599999999999999
CONFIRMED,0,0,0,0,7.06321927,132.52395,0.56,2.411,207.0,1.21,827.0,110.22,12.6,5305.0,0.818
FALSE POSITIVE,0,0,1,0,0.584310213,132.013258,1.209,2.1801,809.0,23.09,2053.0,4190.91,91.9,5783.0,0.88
CONFIRMED,0,0,0,0,25.384175,137.77326000000002,0.245,3.576,594.0,2.44,649.0,42.01,15.8,6137.0,0.9940000000000001
CONFIRMED,0,0,0,0,15.79196594,176.81888,0.032,7.2772,203.0,2.4,910.0,161.97,77.3,5758.0,1.704
CANDIDATE,0,0,0,0,5.77207177,134.93042,0.018000000000000002,2.605,329.0,1.54,915.0,165.58,13.2,5591.0,0.86
CANDIDATE,0,0,0,0,46.151253000000004,147.81245,0.688,5.346,649.0,2.08,423.0,7.59,17.1,5204.0,0.769
CONFIRMED,0,0,0,0,12.81590421,122.94682,0.58,6.3856,221.0,2.26,939.0,183.68,106.7,5788.0,1.474
FALSE POSITIVE,0,1,0,0,79.99623328,207.126264,0.594,6.3339,24400.0,40.73,717.0,62.49,721.9,6796.0,2.49
CONFIRMED,0,0,0,0,5.424749327000001,133.728952,0.016,1.139,7680.0,5.15,625.0,36.05,78.0,4137.0,0.591
CANDIDATE,0,0,0,0,165.3447044,174.29621,0.917,3.09,4900.0,6.98,301.0,1.93,48.0,5594.0,0.812
CANDIDATE,0,0,0,0,3.6069403789999996,134.77442,0.857,1.0418,432.0,2.04,1046.0,283.23,20.8,5508.0,0.84
FALSE POSITIVE,0,1,1,0,69.2002312,145.95158999999998,1.276,5.678999999999999,2270.0,45.24,585.0,27.66,30.0,7044.0,1.2670000000000001
CONFIRMED,0,0,0,0,6.26404774,132.82928,0.23199999999999998,2.39,379.0,1.55,809.0,101.27,20.1,5032.0,0.8170000000000001
CONFIRMED,0,0,0,0,23.1985852,142.62801000000002,0.305,9.821,225.0,2.61,793.0,93.34,28.2,5416.0,1.756
CONFIRMED,0,0,0,0,5.77721259,137.16696000000002,0.6920000000000001,2.4619999999999997,134.0,2.17,1260.0,596.37,17.7,5416.0,1.756
FALSE POSITIVE,0,0,1,0,0.9050372309999999,132.21703,0.32299999999999995,1.4351,37.5,1.1,2627.0,11199.46,29.0,6223.0,1.7630000000000001
CONFIRMED,0,0,0,0,59.49690089999999,146.95193,0.406,5.404,1260.0,2.92,369.0,4.36,23.2,4817.0,0.833
CANDIDATE,0,0,0,0,10.61345333,135.6898,0.535,0.9829,150.0,1.77,987.0,224.63,20.0,5865.0,1.3880000000000001
CONFIRMED,0,0,0,0,48.6303805,172.54736,0.034,7.0805,340.0,2.48,590.0,28.6,53.9,6075.0,1.3519999999999999
CONFIRMED,0,0,0,0,40.528988500000004,168.01668999999998,0.325,10.604000000000001,361.0,5.92,933.0,178.81,35.3,6443.0,3.0860000000000003
FALSE POSITIVE,0,1,1,0,0.571940563,131.71371000000002,0.792,0.9031,54.3,1.88,3320.0,28727.59,22.8,5827.0,2.286
FALSE POSITIVE,0,0,1,0,0.633514386,131.56236,0.231,1.2792,179.0,0.81,1357.0,807.27,22.3,4330.0,0.618
FALSE POSITIVE,0,0,1,0,17.416614300000003,141.10369,0.489,2.445,314.0,1.84,723.0,64.73,13.1,5946.0,1.0170000000000001
CONFIRMED,0,0,0,0,16.3583482,141.25354,0.887,9.857999999999999,116.0,2.23,959.0,200.1,30.0,6133.0,1.765
FALSE POSITIVE,0,0,1,0,36.0054414,144.34331,0.745,3.262,118.0,3.33,1024.0,259.71,14.6,7048.0,2.838
CANDIDATE,0,0,0,0,97.44631940000001,204.83008999999998,0.063,6.765,2140.0,3.05,283.0,1.52,62.8,4735.0,0.6859999999999999
FALSE POSITIVE,0,1,0,0,1.257689465,132.503649,0.19699999999999998,0.8399,946.0,2.45,1513.0,1244.66,45.6,5676.0,0.787
CONFIRMED,0,0,0,0,4.081411554,133.85992,0.8759999999999999,2.3239,172.0,1.0,755.0,77.0,36.9,4498.0,0.635
CONFIRMED,0,0,0,0,11.41941928,142.11858999999998,0.9179999999999999,3.3075,151.0,0.99,536.0,19.47,22.9,4498.0,0.635
CONFIRMED,0,0,0,0,6.83440674,136.86023,0.871,2.2726,177.0,1.01,636.0,38.68,29.1,4498.0,0.635
CANDIDATE,0,0,0,0,174.636181,184.5253,0.04,15.679,2500.0,11.12,481.0,12.65,37.1,5974.0,2.2319999999999998
CONFIRMED,0,0,0,0,24.4004378,135.62326000000002,0.909,2.987,861.0,2.47,437.0,8.64,20.2,4583.0,0.674
FALSE POSITIVE,0,0,1,1,4.029810359,170.69131000000002,0.45,3.3316,111.0,1.77,1479.0,1132.21,62.8,5929.0,1.651
FALSE POSITIVE,0,0,1,0,1.287622419,132.43069,0.8190000000000001,0.821,36.5,0.87,1957.0,3450.59,16.9,6170.0,1.274
CONFIRMED,0,0,0,0,0.9351158629999999,132.20193,0.243,1.6172,64.8,1.05,2124.0,4811.82,21.6,5874.0,1.297
CONFIRMED,0,0,0,0,3.57551429,132.86125,0.462,2.364,92.8,0.89,1061.0,299.19,16.6,5213.0,0.917
CANDIDATE,0,0,0,0,1.791877025,132.8762,0.40299999999999997,1.166,46.1,1.48,2223.0,5787.99,12.5,6002.0,2.1390000000000002
CONFIRMED,0,0,0,0,136.205112,234.72601,0.49,5.568,1210.0,2.35,248.0,0.89,20.0,4648.0,0.675
CANDIDATE,0,0,0,0,6.30922043,133.99677,0.11800000000000001,1.3251,691.0,1.37,606.0,31.73,22.5,4380.0,0.53
CONFIRMED,0,0,0,0,2.94194296,133.1044,0.03,2.056,278.0,1.22,988.0,225.15,18.2,4901.0,0.758
CANDIDATE,0,0,0,0,145.881936,194.6951,0.325,11.342,157.0,1.8,424.0,7.63,11.2,6052.0,1.4240000000000002
FALSE POSITIVE,0,0,1,0,1.1469346440000001,132.2666,0.405,1.7247,256.0,1.39,1554.0,1382.04,19.7,5423.0,0.862
FALSE POSITIVE,0,0,0,1,1.2453532520000001,132.21522,0.528,2.1519999999999997,224.0,1.48,1704.0,1996.55,20.3,5982.0,0.96
CONFIRMED,0,0,0,0,82.20012390000001,208.79417,0.001,10.627,234.0,2.57,525.0,17.96,47.9,5758.0,1.704
CONFIRMED,0,0,0,0,15.362605199999999,145.5732,0.25,3.736,468.0,1.8,608.0,32.23,19.7,5011.0,0.851
CONFIRMED,0,0,0,0,0.843379985,131.966174,0.696,1.4474,343.0,1.7,1541.0,1329.99,53.6,4818.0,0.856
CANDIDATE,0,0,0,0,6.56606941,134.49512,0.687,1.8455,402.0,1.83,777.0,86.27,25.8,4818.0,0.856
CONFIRMED,0,0,0,0,10.49566303,172.79335,0.16,4.7356,106.0,1.34,1009.0,244.59,48.7,6214.0,1.297
CANDIDATE,0,0,0,0,2.50343279,131.94522,1.178,1.534,1160.0,20.23,1147.0,408.12,13.2,5174.0,0.84
CANDIDATE,0,0,0,0,96.4562198,214.74931,0.775,11.195,951.0,9.1,727.0,65.96,54.6,7029.0,2.7039999999999997
CANDIDATE,0,0,0,0,44.5643831,143.43526,0.851,7.874,361.0,5.8,940.0,184.67,27.0,7029.0,2.7039999999999997
CONFIRMED,0,0,0,0,1.34155642,132.73743000000002,0.259,1.6462,58.2,0.74,1642.0,1715.26,23.7,5779.0,0.97
CANDIDATE,0,0,0,0,8.48299282,132.96583,0.564,2.505,69.1,0.8,879.0,141.04,21.3,5827.0,0.9329999999999999
CONFIRMED,0,0,0,0,0.665025941,131.65962,0.44799999999999995,1.7542,105.0,1.11,2174.0,5246.66,26.5,5884.0,1.07
CANDIDATE,0,0,0,0,234.635652,172.64615,0.025,6.965,869.0,2.56,267.0,1.2,26.7,5422.0,0.885
CANDIDATE,0,0,0,0,253.374581,235.74025,0.027999999999999997,22.889,1100.0,19.25,555.0,22.41,99.9,5177.0,5.949
CONFIRMED,0,0,0,0,13.32191461,142.7235,0.784,6.212999999999999,134.0,2.88,1299.0,672.06,24.3,6995.0,2.274
CONFIRMED,0,0,0,0,7.69994466,134.39282,0.018000000000000002,4.4319999999999995,70.9,0.92,969.0,208.61,17.4,5727.0,1.104
CONFIRMED,0,0,0,0,4.77466043,135.16338000000002,0.03,3.804,54.3,0.81,1137.0,395.06,15.5,5727.0,1.104
CONFIRMED,0,0,0,0,29.39337161,209.06736999999998,0.512,7.0445,327.0,2.5,698.0,55.98,69.7,6075.0,1.3519999999999999
CONFIRMED,0,0,0,0,2.164570593,131.83142,0.33799999999999997,1.2862,525.0,1.27,783.0,88.91,19.8,3941.0,0.5539999999999999
FALSE POSITIVE,1,0,1,1,12.4258343,141.5311,0.9670000000000001,28.1171,449.0,2.75,830.0,111.92,72.0,6185.0,0.991
FALSE POSITIVE,0,0,1,0,0.873227249,132.23359,0.14,0.7948,222.0,1.68,2152.0,5053.02,21.9,6341.0,1.111
CONFIRMED,0,0,0,0,2.88878583,132.33651,0.242,2.977,40.9,0.84,1423.0,969.05,17.2,5696.0,1.331
CANDIDATE,0,0,0,0,5.06092282,134.47316,0.9440000000000001,2.5860000000000003,71.6,0.98,998.0,234.93,15.7,5637.0,0.9109999999999999
FALSE POSITIVE,0,0,1,0,7.37453336,131.55947,1.139,3.745,304.0,87.08,1654.0,1770.84,33.1,5028.0,4.9910000000000005
CONFIRMED,0,0,0,0,87.97242270000001,168.29785,0.015,14.638,867.0,3.39,446.0,9.37,64.6,5837.0,1.159
CONFIRMED,0,0,0,0,0.568874717,132.048771,0.05,1.2177,378.0,1.49,1796.0,2473.19,50.4,5223.0,0.78
CANDIDATE,0,0,0,0,0.910020582,131.99239,0.79,1.7956,358.0,1.12,1127.0,380.16,29.9,4297.0,0.5329999999999999
FALSE POSITIVE,0,0,1,0,22.023514000000002,135.18348999999998,0.934,1.932,1670.0,4.79,639.0,39.45,10.2,5860.0,0.9359999999999999
CANDIDATE,0,0,0,0,1.07808492,132.03683,0.287,0.8551,156.0,1.01,1417.0,951.61,22.9,4906.0,0.8140000000000001
CANDIDATE,0,0,0,0,56.573231799999995,146.57984,0.9420000000000001,4.188,689.0,2.69,356.0,3.79,21.6,4701.0,0.775
FALSE POSITIVE,0,1,1,0,1.846861455,131.90493,0.48,1.6605,649.0,2.23,1337.0,753.4,35.9,5591.0,0.86
CONFIRMED,0,0,0,0,3.5680996119999997,169.74278,0.531,3.2131,98.4,1.36,1407.0,926.89,52.5,6007.0,1.334
CONFIRMED,0,0,0,0,132.9955503,258.3961,0.703,7.436,1280.0,2.51,241.0,0.8,29.3,4523.0,0.659
CONFIRMED,0,0,0,0,6.002548291,171.71419,0.914,4.1628,202.0,2.33,1209.0,504.79,71.6,6204.0,1.36
CONFIRMED,0,0,0,0,11.44865823,141.38705,0.8240000000000001,4.953,75.2,1.32,975.0,213.39,21.9,6204.0,1.36
CONFIRMED,0,0,0,0,24.85466504,173.99971000000002,0.746,9.182,776.0,7.61,1095.0,339.33,88.0,6967.0,2.5269999999999997
CONFIRMED,0,0,0,0,60.92818866,173.37212,0.009000000000000001,6.3336,756.0,2.78,467.0,11.28,120.1,5638.0,1.023
CONFIRMED,0,0,0,0,8.512037736,174.90981599999998,0.005,2.1861,598.0,2.14,839.0,117.11,102.2,5767.0,0.8809999999999999
FALSE POSITIVE,0,1,1,1,5.93720557,171.57596999999998,0.976,4.882,371.0,1.84,894.0,150.81,59.9,5857.0,0.7120000000000001
FALSE POSITIVE,0,1,1,1,5.93719982,135.95338,0.748,3.95,176.0,1.47,1059.0,297.14,37.0,6102.0,1.026
CONFIRMED,0,0,0,0,3.247548814,171.27806999999999,0.31,2.5146,210.0,1.41,1181.0,460.67,51.6,5703.0,0.975
FALSE POSITIVE,0,1,0,0,14.02245146,177.5952096,0.18899999999999997,8.08619,20100.0,14.93,810.0,101.92,2707.7,6061.0,1.05
FALSE POSITIVE,0,1,1,1,2.442945167,171.09721000000002,1.217,4.0145,678.0,38.29,1587.0,1499.89,102.8,5657.0,1.4280000000000002
FALSE POSITIVE,0,0,1,0,1.312459403,132.22569,0.732,1.459,36.9,1.65,2824.0,15018.33,13.9,6543.0,2.5069999999999997
CANDIDATE,0,0,0,0,11.191619900000001,138.04258000000002,0.895,2.1,166.0,1.47,782.0,88.34,11.9,5646.0,0.956
CONFIRMED,0,0,0,0,2.99792926,131.76578999999998,0.40299999999999997,4.398,45.4,1.12,1616.0,1611.51,16.0,5888.0,1.645
CONFIRMED,0,0,0,0,60.866097399999994,179.28673999999998,0.004,4.397,714.0,1.39,244.0,0.84,15.4,3808.0,0.522
FALSE POSITIVE,0,0,1,1,2.11547854,132.0118,0.755,3.665,223.0,1.66,1521.0,1264.56,21.6,6208.0,1.024
CANDIDATE,0,0,0,0,174.731515,252.5348,0.021,8.257,1180.0,3.0,287.0,1.6,16.5,5201.0,0.897
FALSE POSITIVE,0,0,1,0,5.54867998,133.9285,0.095,4.665,68.9,0.68,882.0,143.26,15.4,5258.0,0.835
FALSE POSITIVE,1,0,0,0,1.22174063,132.0174,0.004,7.443,32.2,0.46,1461.0,1081.5,19.4,5258.0,0.835
FALSE POSITIVE,0,1,0,0,2.1635697019999998,132.936317,1.1159999999999999,7.60963,54500.0,85.64,1996.0,3760.06,1513.2,6425.0,1.7180000000000002
CANDIDATE,0,0,0,0,3.48412874,134.5504,0.106,1.422,162.0,1.16,1132.0,389.41,13.3,5696.0,0.9209999999999999
CONFIRMED,0,0,0,0,13.74883059,179.279158,0.6579999999999999,6.0968,426.0,3.63,975.0,213.84,167.6,5862.0,1.67
CANDIDATE,0,0,0,0,0.858546796,132.14428999999998,0.24100000000000002,1.1,106.0,0.88,1671.0,1846.35,12.2,5269.0,0.8640000000000001
CANDIDATE,0,0,0,0,5.5181949999999995,136.584,0.243,1.81,27.1,0.46,969.0,208.54,5.2,5767.0,0.8809999999999999
